Date,Series,Open,High,Low,Prev. close,Ltp,Close,Vwap,52w h,52w l,Volume,Value,No of trades
17-Oct-2024,EQ,155.65,156.3,152.1,155.24,152.5,152.4,153.63,184.6,114.6,28404223,4363740733.71,187556
16-Oct-2024,EQ,155.19,156.55,154.02,155.63,155.1,155.24,155.35,184.6,114.6,28518262,4430322683.94,214491
15-Oct-2024,EQ,159.5,159.53,155.05,158.32,155.66,155.63,156.14,184.6,114.6,38964393,6083846366.99,261649
14-Oct-2024,EQ,161.88,163.38,158.04,160.66,158.29,158.32,159.69,184.6,114.6,35566857,5679804268.1,236374
11-Oct-2024,EQ,159.3,163.78,159.2,159.72,160.85,160.66,161.54,184.6,114.6,53263433,8604175534.7,231565
10-Oct-2024,EQ,158.3,161.18,156.6,159.06,159.99,159.72,159.82,184.6,114.6,46507936,7433063758.17,285169
09-Oct-2024,EQ,159.52,162.2,158.11,159.52,158.3,159.06,160.33,184.6,114.6,42766218,6856906324.55,247518
08-Oct-2024,EQ,163.0,163.59,156.7,164.36,159.89,159.52,159.07,184.6,114.6,74956764,11923016296.84,492897
07-Oct-2024,EQ,167.1,167.95,162.33,166.75,164.08,164.36,164.93,184.6,114.6,48775098,8044365273.28,374772
04-Oct-2024,EQ,167.0,169.1,164.0,166.98,166.92,166.75,166.97,184.6,114.6,53880875,8996465098.83,325032
03-Oct-2024,EQ,165.5,169.99,164.52,167.03,166.99,166.98,167.92,184.6,114.6,75959797,12754992195.57,475585
01-Oct-2024,EQ,169.49,169.49,165.1,168.55,166.7,167.03,167.13,184.6,114.6,50761579,8483829166.82,285911
30-Sep-2024,EQ,167.5,170.18,167.26,166.55,168.11,168.55,169.02,184.6,114.6,92381529,15614600724.62,440055
27-Sep-2024,EQ,167.0,169.01,165.89,165.61,166.13,166.55,167.16,184.6,114.6,72795668,12168793625.37,390367
26-Sep-2024,EQ,162.0,165.9,160.48,161.66,165.41,165.61,164.02,184.6,114.6,88661662,14542131498.26,402853
25-Sep-2024,EQ,161.5,162.69,159.52,160.53,161.53,161.66,161.19,184.6,114.6,58044967,9356242523.27,345741
24-Sep-2024,EQ,155.15,161.5,154.85,153.99,160.65,160.53,159.11,184.6,114.6,137414352,21864032282.12,560847
23-Sep-2024,EQ,154.38,154.39,152.8,152.02,153.85,153.99,153.57,184.6,114.6,33281905,5111194267.46,232550
20-Sep-2024,EQ,151.0,153.34,150.65,149.54,152.1,152.02,152.14,184.6,114.6,53873369,8196175102.12,275747
