Date,Series,Open,High,Low,Prev. close,Ltp,Close,Vwap,52w h,52w l,Volume,Value,No of trades
02-Jul-2024,EQ,529.0,537.5,516.0,524.9,518.0,519.6,527.17,537.5,375.7,6355927,3350633699.70,98937
01-Jul-2024,EQ,506.7,528.8,502.85,503.7,526.0,524.9,517.62,528.8,375.7,6733235,3485282083.20,102893
28-Jun-2024,EQ,483.0,509.7,483.0,482.6,504.0,503.7,500.73,509.7,375.7,10382393,5198750158.55,111503
27-Jun-2024,EQ,474.8,484.15,473.1,474.8,482.0,482.6,478.8,501.0,375.7,3079854,1474643645.35,51874
26-Jun-2024,EQ,473.95,476.7,470.05,473.95,475.0,474.8,474.03,501.0,375.7,1584495,751104621.70,37490
25-Jun-2024,EQ,475.9,481.85,472.75,474.55,474.4,473.95,477.26,501.0,375.7,1328168,633883886.85,38975
24-Jun-2024,EQ,475.0,478.6,471.4,471.1,475.05,474.55,474.99,501.0,375.7,2489647,1182553756.40,39778
21-Jun-2024,EQ,482.0,482.0,469.6,476.8,471.0,471.1,474.61,501.0,375.7,2405603,1141720748.85,24837
20-Jun-2024,EQ,473.0,483.95,468.6,470.4,477.1,476.8,476.75,501.0,375.7,2341400,1116255324.20,47837
19-Jun-2024,EQ,483.0,483.95,469.65,482.35,470.7,470.4,472.89,501.0,375.7,2000817,946159000.35,35141
18-Jun-2024,EQ,484.0,484.7,476.75,482.6,482.7,482.35,481.62,501.0,375.7,1106421,532875820.25,31072
14-Jun-2024,EQ,490.0,490.35,481.0,487.05,481.5,482.6,485.44,501.0,375.7,1609258,781192463.95,30013
13-Jun-2024,EQ,481.7,490.45,478.5,477.2,489.05,487.05,483.73,501.0,375.7,4092669,1979766324.65,69524
12-Jun-2024,EQ,476.0,481.6,471.55,470.6,477.6,477.2,477.9,501.0,375.7,3966257,1895483975.10,55049
11-Jun-2024,EQ,468.0,476.0,463.3,470.0,472.25,470.6,469.41,501.0,375.7,5727192,2688392098.80,68510
10-Jun-2024,EQ,473.95,484.6,468.0,467.0,469.5,470.0,473.79,501.0,375.7,5473439,2593252092.30,54602
07-Jun-2024,EQ,463.0,474.0,457.15,460.6,466.35,467.0,467.3,501.0,375.7,4401749,2056938130.55,39470
06-Jun-2024,EQ,455.0,466.55,452.0,446.65,462.4,460.6,460.63,501.0,375.7,5942798,2737415769.75,74409
05-Jun-2024,EQ,443.15,449.0,435.4,442.25,448.0,446.65,443.55,501.0,375.7,5175508,2295578565.95,68038
04-Jun-2024,EQ,465.0,465.7,423.0,468.95,443.0,442.25,447.53,501.0,375.7,8899102,3982657151.35,166765
03-Jun-2024,EQ,465.0,471.2,452.2,441.95,470.0,468.95,466.11,501.0,375.7,4744746,2211578509.75,57486
31-May-2024,EQ,451.35,455.4,433.7,456.65,449.9,441.95,443.39,501.0,375.7,42107600,18669913632.55,162853
30-May-2024,EQ,461.5,463.25,452.0,461.5,458.9,456.65,456.15,501.0,375.7,2755136,1256745054.70,40907
29-May-2024,EQ,470.0,473.45,458.2,472.7,461.8,461.5,463.74,501.0,375.7,5194983,2409136275.30,70580
28-May-2024,EQ,461.4,477.0,458.45,461.15,471.5,472.7,469.44,501.0,375.7,3892841,1827467996.85,56540
27-May-2024,EQ,460.95,469.2,457.65,460.75,461.15,461.15,463.58,501.0,375.7,2492958,1155688884.85,26567
24-May-2024,EQ,452.95,465.9,448.7,454.35,460.45,460.75,458.16,501.0,375.7,3842109,1760313458.75,51865
23-May-2024,EQ,444.0,455.25,440.95,441.3,454.6,454.35,450.07,501.0,375.7,2275905,1024316156.55,51018
22-May-2024,EQ,443.0,443.8,435.45,440.85,441.7,441.3,440.1,501.0,375.7,2535738,1115970405.85,54885
21-May-2024,EQ,444.0,445.55,440.0,444.0,441.1,440.85,442.08,501.0,375.7,1049960,464162641.45,31521
18-May-2024,EQ,441.0,445.0,441.0,440.5,443.45,444.0,443.86,501.0,375.7,123142,54658086.55,2731
17-May-2024,EQ,442.0,443.0,435.5,440.3,443.0,440.5,439.11,501.0,375.7,1613838,708655496.50,29671
16-May-2024,EQ,442.75,444.9,436.55,439.8,441.5,440.3,439.81,501.0,375.7,1022423,449673886.35,16168
15-May-2024,EQ,444.5,448.2,433.4,444.5,439.8,439.8,439.63,501.0,375.7,4336704,1906541332.50,37026
14-May-2024,EQ,436.05,448.85,430.45,434.7,444.85,444.5,438.03,501.0,375.7,3177923,1392041071.15,38133
13-May-2024,EQ,450.0,450.9,432.05,446.0,435.4,434.7,436.77,501.0,375.7,1971398,861042508.75,30898
10-May-2024,EQ,444.0,456.8,440.4,440.0,445.4,446.0,450.61,515.7,375.7,4143546,1867141228.00,46601
09-May-2024,EQ,451.2,467.0,437.6,451.2,440.0,440.0,449.99,515.7,375.7,4715296,2121854177.05,61862
08-May-2024,EQ,430.0,468.4,428.7,436.55,452.2,451.2,457.77,515.7,375.7,13730654,6285512273.65,139765
07-May-2024,EQ,446.55,451.5,432.6,442.95,444.1,436.55,440.05,515.7,375.7,4354604,1916254677.00,46733
06-May-2024,EQ,458.0,459.25,442.0,455.2,443.4,442.95,448.0,515.7,375.7,2282143,1022401388.00,38697
03-May-2024,EQ,468.0,468.0,449.0,463.6,455.35,455.2,458.49,515.7,375.7,2211729,1014045893.60,35855
02-May-2024,EQ,471.5,472.75,457.0,469.2,463.9,463.6,462.31,515.7,375.7,2959722,1368307485.60,50073
